id_g,arc_label,arc_feat
6,125.6234658,9
6,31.10147332,6
7,18.7161425,9
7,72.31691676,9
7,0,0
7,10.75373471,8
7,23.11754202,7
7,56.29432214,8
7,6.54596035,9
7,27.25825675,9
7,98.47864365,8
7,4.436887649,5
7,3.918410707,5
7,12.99454634,9
7,46.11269259,9
7,68.18987835,8
7,4.723930703,3
7,89.26401432,8
7,59.91152133,8
7,99.12616507,8
7,57.80529585,8
7,12.73245883,7
7,128.1083751,8
7,0,0
7,17.82171636,8
7,32.93474265,7
7,0.071998659,1
7,82.12028016,9
7,18.95821299,8
7,9.308673948,5
7,2.357110589,5
7,134.5135457,9
7,227.5918299,9
7,66.56432675,7
7,111.999922,9
7,10.86580257,6
8,18.72557177,9
8,66.95492524,9
8,11.83136363,8
8,19.05585503,7
8,62.21846474,8
8,27.25825675,9
8,84.83095364,8
8,24.02104934,6
8,19.54050669,9
8,46.11269259,9
8,56.6382246,8
8,93.11829169,8
8,11.03006987,6
8,0,0
8,62.21376633,8
8,91.75553983,8
8,57.80529585,8
8,126.5272205,8
8,49.50070631,7
8,0,0
8,93.98198444,9
8,19.3694576,8
8,0.021773129,1
8,0.149673936,1
8,1.787330507,3
8,120.7436547,9
8,51.15822406,8
8,6.100153689,5
8,1.049481147,5
8,134.5135457,9
8,0,0
8,213.0995111,7
8,61.86462366,6
8,34.56961132,7
8,62.59098927,7
8,0.402430569,2
8,0,0
8,26.67512765,9
8,4.779390607,4
8,10.68215406,7
8,45.868769,7
8,4.615103461,3
8,3.504774024,5
8,225.9008955,9
8,24.19208758,7
8,125.6234658,9
8,5.61640933,6
8,22.83233029,6
8,0.277033483,1
9,18.72557177,9
9,59.98273681,9
9,0.427323706,1
9,0.057811436,1
9,4.322764652,8
9,35.85758298,7
9,62.61571969,8
9,27.25825675,9
9,71.8661154,8
9,41.93557234,8
9,8.22278663,6
9,19.54050669,9
9,46.11269259,9
9,50.87264334,8
9,104.5429292,8
9,0.950079326,1
9,0.977583449,3
9,4.032234658,3
9,0,0
9,39.0362454,8
9,123.4961501,8
9,57.80529585,8
9,9.208631624,7
9,120.7367421,8
9,39.30526887,7
9,13.30584082,6
9,117.204777,9
9,58.56215598,8
9,6.101941445,5
9,2.165803752,8
9,134.5135457,9
9,202.7183308,7
9,51.5186481,6
9,50.0454306,7
9,62.98943327,7
9,0,0
9,28.56419372,9
9,58.02125217,7
9,5.9873905,3
9,0,0
9,227.5918299,9
9,125.6234658,9
9,10.2761694,8
9,33.02807935,6
10,10.25025466,9
10,60.98056229,9
10,13.48760576,8
10,28.54047246,7
10,65.86708472,8
10,27.25825675,9
10,100.9429621,8
10,19.54050669,9
10,46.11269259,9
10,68.29034022,8
10,92.33558547,8
10,0.207495877,1
10,61.53829764,8
10,86.84002316,8
10,57.80529585,8
10,6.736008614,5
10,68.74593157,8
10,115.9594251,9
10,7.818624914,8
10,20.00820657,7
10,19.2030248,9
10,82.82021174,9
10,16.56361376,8
10,137.6717093,9
10,46.7017779,8
10,8.490696954,9
10,0,0
10,5.549627052,5
10,128.1639247,9
10,0.740246692,3
10,133.4938922,7
10,109.4013729,6
10,50.0454306,7
10,75.59986299,7
10,227.5918299,9
10,3.778784821,3
10,111.7185175,9
10,46.04649567,6
11,16.93416302,9
11,72.31691676,9
11,0.086965767,3
11,0,0
11,12.81085622,8
11,24.86427188,7
11,54.06200651,8
11,18.77686321,9
11,85.38757606,8
11,5.957473172,5
11,30.40764844,8
11,17.44398592,9
11,44.90207546,9
11,54.64106278,8
11,1.653859208,3
11,104.136001,8
11,0,0
11,2.620437402,5
11,0,0
11,0,1
11,48.76752565,8
11,109.2671374,8
11,57.80529585,8
11,0.167861353,6
11,5.888161959,7
11,125.4219822,8
11,50.09242267,7
11,1.199914088,6
11,0.330599075,2
11,0.663942201,5
11,76.14317068,9
11,24.34434391,8
11,7.745145329,5
11,120.4036952,9
11,55.91785125,8
11,0.351341839,3
11,5.38089783,4
11,134.5135457,9
11,1.083972297,3
11,198.1864574,7
11,68.75702842,6
11,22.53369659,7
11,70.07456098,7
11,0.698840255,3
11,23.60261609,9
11,60.93950628,7
11,0.26902603,2
11,35.46017941,9
11,0,0
11,220.7803127,9
11,29.32790881,7
11,95.29373311,9
11,12.87357814,5
11,16.81214991,7
11,0.278508033,1
11,17.6528146,6
12,17.42954563,9
12,65.49556329,9
12,1.813245184,5
12,12.7826025,8
12,18.13013108,7
12,64.92559528,8
12,27.25825675,9
12,104.0346935,8
12,0,0
12,19.19595086,9
12,45.59982046,9
12,61.6442274,8
12,96.88523265,8
12,1.910317048,4
12,65.1542302,8
12,91.74770422,8
12,3.304426312,5
12,52.98569871,8
12,0.292646227,2
12,111.4719708,8
12,50.27726065,7
12,4.539289311,6
12,0.114851943,3
12,0.170957378,3
12,69.78986255,9
12,22.18124986,8
12,10.74070487,5
12,0.042339214,1
12,0.056023296,1
12,137.6717093,9
12,37.34872331,8
12,4.781711965,5
12,1.675706822,5
12,0,1
12,39.71020859,8
12,3.573591441,4
12,114.7627642,9
12,0,0
12,206.7038618,7
12,51.30566341,6
12,49.6271691,7
12,74.24693699,7
12,22.2840801,9
12,62.90578498,7
12,0.68286197,2
12,0,0
12,227.5918299,9
12,125.6234658,9
12,0,1
12,0.686466913,1
12,31.11340481,6
13,9.009412081,9
13,72.31691676,9
13,10.02863676,3
13,0,0
13,14.15903007,8
13,15.92247815,7
13,54.4093695,8
13,27.25825675,9
13,0,0
13,87.16886844,8
13,18.47619837,8
13,9.119903696,7
13,19.54050669,9
13,46.11269259,9
13,66.87999725,8
13,94.70819875,8
13,1.767684873,4
13,9.740001915,9
13,60.33559233,8
13,0.010168023,5
13,95.32206408,8
13,8.620872379,6
13,39.86615848,8
13,135.7119973,8
13,42.19023784,7
13,97.86525672,9
13,15.09013056,8
13,81.74244616,9
13,98.72420076,9
13,14.37392857,8
13,0.577653135,5
13,5.575188982,7
13,1.760303584,1
13,3.023103972,5
13,134.5135457,9
13,0,0
13,227.5918299,9
14,16.61585787,9
14,72.19672938,9
14,0.063237402,1
14,10.58966365,8
14,15.96627886,7
14,60.03905074,8
14,19.54050669,9
14,45.20230681,9
14,54.12201942,8
14,2.303685569,3
14,94.76596446,8
14,3.471590898,6
14,0,0
14,0,0
14,70.49901007,8
14,82.35570625,8
14,57.22787749,8
14,2.643908366,7
14,145.0903669,8
14,12.31046075,8
14,28.00986613,7
14,0.231360859,3
14,1.672765498,3
14,0.297788851,3
14,87.22733784,9
14,24.8767375,8
14,0.056807794,1
14,0.037580091,3
14,128.9659401,9
14,0.50576988,5
14,56.93474188,8
14,2.162826948,4
14,1.185959684,4
14,35.64786035,8
14,119.2676009,9
14,0,0
14,212.309493,7
14,59.80042292,6
14,41.87442021,7
14,70.99385505,7
14,5.833852665,3
14,20.75977046,9
14,55.7950129,7
14,2.762129287,7
14,8.478582258,6
14,5.405059021,4
14,221.4276406,9
14,1.178409238,5
14,124.742459,9
14,16.24278071,7
14,32.93809599,6
15,18.7161425,9
15,72.31691676,9
15,0.27582536,3
15,10.84632381,8
15,21.30472058,7
15,0,2
15,59.71838135,8
15,19.77357536,9
15,98.23011186,8
15,3.925805584,5
15,13.64246727,7
15,19.54050669,9
15,0,0
15,45.95900291,9
15,69.66198093,8
15,92.18317357,8
15,3.387605643,5
15,0.034153264,2
15,58.84215767,8
15,99.11694137,8
15,37.88319425,8
15,8.135924641,3
15,109.4708233,8
15,75.8153151,7
15,0.186505052,3
15,89.85439832,9
15,23.04929105,8
15,0.066136185,1
15,137.6717093,9
15,48.86258508,8
15,134.5135457,9
15,28.56419372,9
15,58.02125217,7
15,125.6234658,9
15,51.58919413,6
16,9.964121976,9
16,72.31691676,9
16,0,0
16,0.16100464,1
16,12.70409729,8
16,33.76992908,7
16,51.80765066,8
16,13.88281007,9
16,103.312244,8
16,0.006054644,1
16,19.96337757,7
16,13.22598464,9
16,6.893343577,7
16,31.93267663,9
16,0.821050418,2
16,55.7842614,8
16,115.1821238,8
16,7.451751155,4
16,50.15323071,8
16,92.50290283,8
16,4.460762326,3
16,57.79427675,8
16,12.52805908,9
16,134.979263,8
16,38.21256444,7
16,86.80765226,9
16,25.61264819,8
16,0.2987184,2
16,8.776829642,9
16,14.21056598,7
16,8.700668067,5
16,4.357470964,4
16,111.7769419,9
16,188.0985338,7
16,0.404691419,2
16,71.31610347,6
16,50.0454306,7
16,66.78075831,7
16,3.008384245,6
16,28.56419372,9
16,56.23924203,7
16,0,0
16,6.314522046,9
16,0.36710153,2
16,0,0
16,1.511257813,4
16,226.2391398,9
16,125.6234658,9
16,10.68889247,5
16,34.76606682,6
17,18.72409119,9
17,69.51783888,9
17,0.024181526,1
17,14.13672689,8
17,16.53079446,7
17,0.815539399,2
17,50.57532364,8
17,8.807527455,3
17,27.25825675,9
17,105.5285451,8
17,19.54050669,9
17,44.26827721,9
17,70.0929757,8
17,93.22984544,8
17,3.213776771,5
17,0,0
17,64.27917593,8
17,80.30881332,8
17,10.32438839,6
17,47.81375769,8
17,7.614621252,3
17,114.1086495,8
17,50.01011811,7
17,0.116447045,1
17,90.24151993,9
17,22.70518295,8
17,0.933025959,3
17,136.7273512,9
17,24.27468492,9
17,31.79455512,8
17,1.113549969,4
17,1.4345453,7
17,25.82277276,8
17,134.5135457,9
17,0,0
17,28.56419372,9
17,2.585594217,4
17,58.02125217,7
17,0,0
17,0,0
17,227.5918299,9
17,1.990752299,2
17,107.430435,9
17,31.51523871,5
17,33.02160854,6
17,0.610453647,1
18,9.152420898,9
18,66.0336358,9
18,0.51052031,3
18,14.51891399,8
18,22.54897775,7
18,3.997226412,2
18,61.93634281,8
18,5.079291672,9
18,24.73579604,9
18,93.00076795,8
18,16.26891931,7
18,12.4620901,9
18,33.60322005,9
18,0.902604154,2
18,5.721110235,2
18,53.82611494,8
18,110.9355927,8
18,52.89578612,8
18,100.2917859,8
18,3.714372517,6
18,57.80529585,8
18,3.448303029,3
18,0,2
18,2.620472082,6
18,0.268727337,6
18,11.50646152,9
18,102.1847694,8
18,73.43846046,7
18,88.81813244,9
18,23.97041627,8
18,0.784190943,3
18,1.999124922,9
18,0.391872518,6
18,137.6717093,9
18,47.13440151,8
18,9.58853072,9
18,0,0
18,16.33405067,7
18,121.8709578,9
18,216.7194693,7
18,0,0
18,59.94276266,6
18,40.44669135,7
18,56.09573456,7
18,28.56419372,9
18,58.02125217,7
18,0.557228349,5
18,125.6234658,9
18,53.1961077,6
19,8.900794946,9
19,72.31691676,9
19,0.222686587,3
19,11.76155356,8
19,27.91900005,7
19,62.66505409,8
19,0.269641878,1
19,19.44895129,9
19,110.7571677,8
19,19.54050669,9
19,5.554302211,7
19,34.70365057,9
19,0.442937574,2
19,59.87067747,8
19,97.45760716,8
19,11.39680209,5
19,1.64877699,4
19,0,0
19,0,0
19,49.35002582,8
19,143.808328,8
19,33.88585932,8
19,0,6
19,126.0355272,8
19,5.038051015,8
19,40.29634846,7
19,3.113315446,3
19,9.840156672,9
19,130.978452,9
19,214.4233546,7
19,0,5
19,59.75587679,6
19,38.88609554,7
19,62.19893713,7
19,22.89638632,9
19,2.959053267,2
19,55.73767663,7
19,0,0
19,227.5918299,9
19,0.297121024,1
19,6.338356683,5
19,125.6234658,9
19,34.10416358,6
20,18.7161425,9
20,72.31691676,9
20,0,0
20,10.84632381,8
20,23.53582218,7
20,0,2
20,59.71838135,8
20,0,0
20,27.25825675,9
20,102.9759834,8
20,19.54050669,9
20,34.78281688,9
20,70.97120206,8
20,0.613524632,3
20,96.85877934,8
20,5.50240066,5
20,0,0
20,10.80657958,4
20,57.63102326,8
20,88.99261999,8
20,57.80529585,8
20,104.8787004,8
20,49.24786866,7
20,19.60068011,6
20,0.584253045,2
20,79.20270698,9
20,20.83780973,8
20,8.785916132,5
20,125.7724362,9
20,52.78112599,8
20,2.236030389,3
20,8.812125558,7
20,130.7392505,9
20,11.56698722,4
20,189.8322494,7
20,56.2855596,6
20,50.0454306,7
20,69.44200705,7
20,26.72361982,9
20,59.45280964,7
20,227.5918299,9
20,125.6234658,9
20,0,1
20,11.43319894,5
20,33.3950445,6
21,18.749414,9
21,20.29997241,9
21,16.67325689,8
21,56.07861266,7
21,65.51157033,8
21,9.28660478,9
21,24.4314047,9
21,82.02581977,8
21,29.50041185,8
21,10.25390191,9
21,24.57855434,9
21,2.093777439,2
21,41.05741144,8
21,147.7419529,8
21,0.269542117,1
21,3.091716621,3
21,21.53413826,9
21,125.7631141,8
21,6.2154073,4
21,35.29550064,7
21,1.059865514,6
21,2.125604443,3
21,97.62407339,9
21,13.73637314,8
21,137.6717093,9
21,36.71908537,8
21,1.511933232,4
21,16.97839334,7
21,0.628189345,2
21,0.252083279,1
21,21.36864794,6
21,123.4629434,9
21,0,0
21,50.42714608,9
21,194.1279641,7
21,2.290098766,4
21,72.88645986,6
21,23.88088266,7
21,64.14775371,7
21,5.774588516,5
21,226.6517195,9
21,4.125891787,3
21,125.6234658,9
21,14.36754923,5
21,35.81520541,6
22,18.74095162,9
22,43.02574788,9
22,0.639155293,1
22,0.039379753,1
22,14.86556851,8
22,27.11553805,7
22,67.2956291,8
22,0,0
22,27.25825675,9
22,87.18169622,8
22,23.53802877,7
22,11.84126914,9
22,46.11269259,9
22,71.6145461,8
22,90.75070834,8
22,60.94265327,8
22,89.07859464,8
22,57.80529585,8
22,121.356529,8
22,50.85212405,7
22,0.759096112,3
22,81.04946833,9
22,30.87589548,8
22,3.564012793,9
22,120.642362,9
22,56.64822562,8
22,2.424760543,4
22,29.29116888,9
22,3.875308285,5
22,120.3621824,9
22,0,0
22,9.299822743,4
22,207.9132824,7
22,3.995854938,4
22,58.27780827,6
22,50.0454306,7
22,55.70836167,7
22,0,0
22,28.56419372,9
22,3.600573935,5
22,0.507041585,4
22,56.25726085,7
22,4.13522476,9
22,5.299794079,3
22,0,0
22,0,0
22,225.3942798,9
22,125.6234658,9
22,0,1
22,9.644020905,5
22,32.57387417,6
23,20.61218088,9
23,13.62135977,7
23,102.964855,8
23,19.54050669,9
23,46.11269259,9
23,63.95344741,8
23,94.3949748,8
23,55.69169483,8
23,106.6601718,8
23,42.93186873,8
23,3.274661333,7
23,109.5431936,8
23,0,0
23,37.75558415,7
23,27.21880593,6
23,2.832967828,3
23,92.75651023,9
23,20.36693142,8
23,0.649684591,1
23,132.806257,9
23,44.00225211,8
23,6.739475627,4
23,21.60823552,9
23,0.034159375,2
23,11.49241127,8
23,0.943685258,2
23,134.28794,9
23,28.56419372,9
23,58.02125217,7
23,4.328239125,6
23,226.5764007,9
23,125.6234658,9
23,37.7837419,6
23,2.619574088,2
24,18.749414,9
24,37.05081193,9
24,14.9466688,8
24,29.02953258,7
24,70.67385105,8
24,22.12545806,9
24,10.46585742,8
24,102.0973873,8
24,19.54050669,9
24,37.64963585,9
24,67.15934241,8
24,97.26905609,8
24,62.56006056,8
24,87.28601313,8
24,57.80529585,8
24,115.6099505,8
24,50.38652047,7
24,0.116629388,1
24,87.45340379,9
24,25.18350841,8
24,137.6717093,9
24,1.383614945,5
24,37.99810173,8
24,5.004212477,4
24,26.7892608,9
24,124.388934,9
24,208.6496557,7
24,0.24329076,5
24,58.5248937,6
24,50.0454306,7
24,64.93280632,7
24,3.421865794,6
24,3.981699895,6
24,4.270018032,6
24,28.12627035,9
24,50.52947863,7
24,6.820940679,9
24,227.5918299,9
24,1.883847949,1
24,2.825614676,3
24,109.7742943,9
24,38.51503417,6
25,17.88265599,9
25,72.31691676,9
25,3.680919721,3
25,12.70426384,8
25,18.96277772,7
25,58.60131821,8
25,27.25825675,9
25,13.05129818,8
25,74.31973517,8
25,0.069908699,1
25,9.908231819,7
25,22.93213033,8
25,19.54050669,9
25,46.11269259,9
25,6.53229454,4
25,53.18996824,8
25,101.863932,8
25,0,1
25,60.83507388,8
25,103.6269053,8
25,41.69925831,8
25,0.158490572,1
25,6.895810441,5
25,0.189195146,2
25,130.893252,8
25,3.750242849,8
25,44.8433438,7
25,89.05776992,9
25,23.75740518,8
25,133.077742,9
25,48.49263077,8
25,3.173625151,4
25,1.778636727,4
25,6.445330531,5
25,3.787534977,6
25,129.4220017,9
25,0,1
25,194.4358857,7
25,75.81692011,6
25,25.16740745,7
25,66.39641096,7
25,24.34517051,9
25,61.30271466,7
25,227.5918299,9
25,117.9572253,9
25,9.133615877,5
25,17.19978932,7
25,29.65828831,6
25,0.249467582,2
26,18.7161425,9
26,72.31691676,9
26,0.066718588,3
26,10.84632381,8
26,22.59968615,7
26,59.71838135,8
26,22.61710514,9
26,100.0048232,8
26,10.72037761,5
26,0,0
26,19.34035093,9
26,45.89664959,9
26,71.55828968,8
26,81.38148448,8
26,12.2487809,6
26,0,0
26,60.54666115,8
26,103.9131013,8
26,2.894608187,5
26,51.04288249,8
26,0.246079022,3
26,110.6901903,8
26,74.39184222,7
26,0.567249074,3
26,0.072014336,3
26,25.56789879,9
26,76.29710038,9
26,17.3156714,8
26,137.6717093,9
26,45.88627533,8
26,4.938152583,4
26,0.653200977,2
26,0,1
26,134.5135457,9
26,0,1
26,214.4277998,7
26,67.27792718,6
26,32.10586549,7
26,61.85432464,7
26,11.3530915,6
26,28.56419372,9
26,0.978922872,2
26,47.99024279,7
26,91.03590522,9
26,73.88259508,6
26,0.312293723,1
27,0,0
27,21.91119102,9
27,85.01072202,8
27,3.100620727,3
27,1.370121694,4
27,29.18155373,8
27,17.86235946,9
27,43.71008421,9
27,53.36003365,8
27,101.8745492,8
27,7.964240054,6
27,0,0
27,53.72248215,8
27,116.2270051,8
27,45.62594206,8
27,1.118764821,6
27,14.21296769,7
27,129.2760297,8
27,41.71300936,7
27,0.03559631,1
27,83.75559161,9
27,19.50381924,8
27,7.807718854,5
27,6.445052655,3
27,132.0679696,9
27,1.334782433,5
27,39.94585752,8
27,0.441133438,3
27,15.34344268,7
27,0,1
27,7.744857729,6
27,122.9191352,9
27,210.902956,7
27,3.396037191,4
27,65.03462507,6
27,23.66356055,7
27,72.12891443,7
27,0,3
27,3.564710487,6
27,28.56419372,9
27,3.377403341,5
27,53.82605859,7
27,4.475228376,5
27,227.1416957,9
27,1.649764721,1
27,125.6234658,9
27,10.48282226,5
27,34.0438881,6
28,16.94993407,9
28,72.31691676,9
28,0.090025182,3
28,2.95684603,3
28,11.1118073,8
28,21.995213,7
28,60.89255139,8
28,4.528260599,6
28,26.98818121,9
28,106.3135613,8
28,5.293597563,4
28,105.1429586,8
28,63.87721324,8
28,52.8010945,8
28,0.396466685,2
28,117.4230484,8
28,47.93831734,7
28,97.31370507,9
28,16.41879616,8
28,0.319858417,1
28,0.1285999,1
28,21.90600614,6
28,121.6519704,9
28,200.6175562,7
28,75.54294966,6
28,42.88472975,7
28,72.97929979,7
28,0,0
28,227.5918299,9
28,125.6234658,9
28,32.52456128,6
29,18.749414,9
29,40.73559232,9
29,0,0
29,0.091302783,1
29,12.06562576,8
29,27.40933365,7
29,69.39768299,8
29,4.605540767,3
29,27.25825675,9
29,90.48703269,8
29,1.393145153,4
29,15.41518323,7
29,19.54050669,9
29,46.11269259,9
29,12.00220873,4
29,70.91711636,8
29,79.3181808,8
29,0,1
29,6.554938731,3
29,83.90803021,8
29,91.834877,8
29,30.65478042,8
29,110.2390883,8
29,21.42581637,8
29,43.96691752,7
29,2.88736043,3
29,0.602638828,5
29,94.75612816,9
29,15.62760839,8
29,0.001903539,1
29,1.052621514,2
29,0.90108763,3
29,129.509378,9
29,51.83749243,8
29,28.87806155,9
29,4.934726163,6
29,121.472209,9
29,193.2882994,7
29,62.61476902,6
29,42.0575005,7
29,77.46923816,7
29,28.56419372,9
29,58.02125217,7
29,1.536379373,5
29,227.5918299,9
29,125.6234658,9
29,11.77431371,6
29,31.59242702,6
30,18.7161425,9
30,72.31691676,9
30,14.6854823,8
30,27.72450231,7
30,45.99056276,8
30,27.25825675,9
30,105.8993314,8
30,15.05035345,9
30,44.45261219,9
30,52.92763309,8
30,107.0912041,8
30,56.80696478,8
30,109.264807,8
30,48.91251995,8
30,110.4838394,8
30,53.73368897,7
30,17.07503844,9
30,0.41648496,3
30,0.080237341,3
30,75.81046178,9
30,24.25239528,8
30,4.490153237,9
30,131.870919,9
30,0.922266894,5
30,29.33227751,8
30,28.71117692,8
30,18.89115085,6
30,5.684626018,5
30,122.4409415,9
30,7.029676558,4
30,187.2471668,7
30,0,0
30,62.49372704,6
30,50.0454306,7
30,73.38191048,7
30,0.89126033,3
30,27.31473884,9
30,6.507164175,5
30,54.35735493,7
30,0,0
30,0,0
30,227.5918299,9
30,1.752069341,2
30,115.7810043,9
30,17.4958155,7
30,0,1
30,31.0732125,6
31,8.395170731,9
31,61.79514407,9
31,0,0
31,0,0
31,13.25187066,8
31,23.11109958,7
31,67.74490446,8
31,3.391003836,3
31,27.25825675,9
31,105.1444782,8
31,1.02354904,4
31,7.014515125,6
31,19.54050669,9
31,46.11269259,9
31,69.32794987,8
31,1.351157088,3
31,84.33518274,8
31,77.25025153,8
31,87.07297369,8
31,43.8958289,8
31,0,2
31,123.7280106,8
31,0,0
31,15.74206794,8
31,33.11840697,7
31,2.43903886,5
31,12.4162834,6
31,0,0
31,0.072536104,1
31,90.28645527,9
31,22.26766896,8
31,0.210783472,2
31,8.689057982,9
31,131.6372832,9
31,0,0
31,211.1514588,7
31,9.847177609,4
31,53.39843766,6
31,50.0454306,7
31,54.13527499,7
31,0,0
31,24.51072245,9
31,0.530243706,2
31,60.82962901,7
31,227.1022212,9
31,4.329957055,3
31,0.925102935,5
31,125.6234658,9
31,36.53278865,6
31,1.242316442,2
32,16.92193464,9
32,66.46362352,9
32,5.682605517,8
32,16.54128778,7
32,65.99854087,8
32,5.275322569,3
32,0,0
32,25.37249531,9
32,19.74473412,8
32,90.2758873,8
32,3.400640223,5
32,13.84002388,9
32,46.11269259,9
32,53.83973725,8
32,109.0344887,8
32,13.17202213,4
32,0,1
32,50.73048564,8
32,0.382498849,5
32,90.51793733,8
32,0.122927648,5
32,56.904567,8
32,112.570376,8
32,55.72037532,7
32,3.891942261,6
32,0.628587148,3
32,76.93742881,9
32,30.7236519,8
32,0.006838301,1
32,1.218319574,6
