id_g,node_type,d_src,d_dst,supply,demand
10,0,0,2,0.0,2.0
10,0,0,2,0.0,8.0
10,0,0,1,0.0,2.0
10,0,0,1,0.0,3.0
10,0,0,2,0.0,19.0
10,0,0,1,0.0,5.0
10,0,0,3,0.0,15.0
10,0,0,3,0.0,38.0
10,0,0,2,0.0,32.0
10,0,0,1,0.0,9.0
10,0,0,0,0.0,3.0
10,0,0,2,0.0,21.0
10,0,0,1,0.0,2.0
10,0,0,3,0.0,29.0
10,0,0,3,0.0,5.0
10,0,0,3,0.0,50.0
10,0,0,1,0.0,9.0
10,0,0,1,0.0,7.0
10,0,0,1,0.0,27.0
10,0,0,1,0.0,7.0
10,0,0,4,0.0,27.0
11,1,7,0,24.0,0.0
11,1,4,0,19.0,0.0
11,1,6,0,31.0,0.0
11,1,6,0,30.0,0.0
11,1,4,0,26.0,0.0
11,1,6,0,14.0,0.0
11,1,4,0,23.0,0.0
11,1,1,0,20.0,0.0
11,1,5,0,63.0,0.0
11,1,3,0,13.0,0.0
11,1,4,0,32.0,0.0
11,1,6,0,25.0,0.0
11,0,0,2,0.0,2.0
11,0,0,1,0.0,8.0
11,0,0,2,0.0,2.0
11,0,0,5,0.0,3.0
11,0,0,3,0.0,19.0
11,0,0,2,0.0,5.0
11,0,0,4,0.0,15.0
11,0,0,4,0.0,38.0
11,0,0,2,0.0,32.0
11,0,0,3,0.0,9.0
11,0,0,3,0.0,3.0
11,0,0,4,0.0,21.0
11,0,0,2,0.0,2.0
11,0,0,3,0.0,29.0
11,0,0,2,0.0,5.0
11,0,0,4,0.0,50.0
11,0,0,2,0.0,9.0
11,0,0,1,0.0,7.0
11,0,0,3,0.0,27.0
11,0,0,2,0.0,7.0
11,0,0,2,0.0,27.0
12,1,6,0,24.0,0.0
12,1,3,0,19.0,0.0
12,1,5,0,31.0,0.0
12,1,4,0,30.0,0.0
12,1,3,0,26.0,0.0
12,1,8,0,14.0,0.0
12,1,4,0,23.0,0.0
12,1,4,0,20.0,0.0
12,1,5,0,63.0,0.0
12,1,3,0,13.0,0.0
12,1,2,0,32.0,0.0
12,1,4,0,25.0,0.0
12,0,0,3,0.0,2.0
12,0,0,2,0.0,8.0
12,0,0,2,0.0,2.0
12,0,0,1,0.0,3.0
12,0,0,1,0.0,19.0
12,0,0,2,0.0,5.0
12,0,0,1,0.0,15.0
12,0,0,3,0.0,38.0
12,0,0,1,0.0,32.0
12,0,0,3,0.0,9.0
12,0,0,5,0.0,3.0
12,0,0,2,0.0,21.0
12,0,0,1,0.0,2.0
12,0,0,4,0.0,29.0
12,0,0,3,0.0,5.0
12,0,0,5,0.0,50.0
12,0,0,1,0.0,9.0
12,0,0,2,0.0,7.0
12,0,0,3,0.0,27.0
12,0,0,2,0.0,7.0
12,0,0,4,0.0,27.0
13,1,7,0,24.0,0.0
13,1,5,0,19.0,0.0
13,1,5,0,31.0,0.0
13,1,6,0,30.0,0.0
13,1,2,0,26.0,0.0
13,1,2,0,14.0,0.0
13,1,5,0,23.0,0.0
13,1,3,0,20.0,0.0
13,1,0,0,63.0,0.0
13,1,0,0,13.0,0.0
13,1,2,0,32.0,0.0
13,1,0,0,25.0,0.0
13,0,0,3,0.0,2.0
13,0,0,1,0.0,8.0
13,0,0,1,0.0,2.0
13,0,0,1,0.0,3.0
13,0,0,2,0.0,19.0
13,0,0,2,0.0,5.0
13,0,0,2,0.0,15.0
13,0,0,4,0.0,38.0
13,0,0,0,0.0,32.0
13,0,0,2,0.0,9.0
13,0,0,0,0.0,3.0
13,0,0,2,0.0,21.0
13,0,0,2,0.0,2.0
13,0,0,3,0.0,29.0
13,0,0,3,0.0,5.0
13,0,0,2,0.0,50.0
13,0,0,2,0.0,9.0
13,0,0,3,0.0,7.0
13,0,0,0,0.0,27.0
13,0,0,1,0.0,7.0
13,0,0,1,0.0,27.0
14,1,6,0,24.0,0.0
14,1,0,0,19.0,0.0
14,1,6,0,31.0,0.0
14,1,5,0,30.0,0.0
14,1,6,0,26.0,0.0
14,1,4,0,14.0,0.0
14,1,6,0,23.0,0.0
14,1,2,0,20.0,0.0
14,1,5,0,63.0,0.0
14,1,4,0,13.0,0.0
14,1,3,0,32.0,0.0
14,1,4,0,25.0,0.0
14,0,0,2,0.0,2.0
14,0,0,2,0.0,8.0
14,0,0,1,0.0,2.0
14,0,0,1,0.0,3.0
14,0,0,2,0.0,19.0
14,0,0,2,0.0,5.0
14,0,0,2,0.0,15.0
14,0,0,4,0.0,38.0
14,0,0,1,0.0,32.0
14,0,0,3,0.0,9.0
14,0,0,3,0.0,3.0
14,0,0,3,0.0,21.0
14,0,0,2,0.0,2.0
14,0,0,5,0.0,29.0
14,0,0,2,0.0,5.0
14,0,0,4,0.0,50.0
14,0,0,3,0.0,9.0
14,0,0,2,0.0,7.0
14,0,0,2,0.0,27.0
14,0,0,3,0.0,7.0
14,0,0,2,0.0,27.0
15,1,7,0,24.0,0.0
15,1,4,0,19.0,0.0
15,1,5,0,31.0,0.0
15,1,6,0,30.0,0.0
15,1,2,0,26.0,0.0
15,1,4,0,14.0,0.0
15,1,2,0,23.0,0.0
15,1,1,0,20.0,0.0
15,1,0,0,63.0,0.0
15,1,2,0,13.0,0.0
15,1,0,0,32.0,0.0
15,1,2,0,25.0,0.0
15,0,0,1,0.0,2.0
15,0,0,1,0.0,8.0
15,0,0,1,0.0,2.0
15,0,0,4,0.0,3.0
15,0,0,2,0.0,19.0
15,0,0,2,0.0,5.0
15,0,0,1,0.0,15.0
15,0,0,3,0.0,38.0
15,0,0,0,0.0,32.0
15,0,0,1,0.0,9.0
15,0,0,1,0.0,3.0
15,0,0,3,0.0,21.0
15,0,0,1,0.0,2.0
15,0,0,3,0.0,29.0
15,0,0,2,0.0,5.0
15,0,0,2,0.0,50.0
15,0,0,1,0.0,9.0
15,0,0,3,0.0,7.0
15,0,0,1,0.0,27.0
15,0,0,1,0.0,7.0
15,0,0,1,0.0,27.0
16,1,7,0,24.0,0.0
16,1,4,0,19.0,0.0
16,1,6,0,31.0,0.0
16,1,5,0,30.0,0.0
16,1,3,0,26.0,0.0
16,1,3,0,14.0,0.0
16,1,0,0,23.0,0.0
16,1,5,0,20.0,0.0
16,1,5,0,63.0,0.0
16,1,3,0,13.0,0.0
16,1,6,0,32.0,0.0
16,1,3,0,25.0,0.0
16,0,0,2,0.0,2.0
16,0,0,2,0.0,8.0
16,0,0,2,0.0,2.0
16,0,0,3,0.0,3.0
16,0,0,0,0.0,19.0
16,0,0,4,0.0,5.0
16,0,0,2,0.0,15.0
16,0,0,3,0.0,38.0
16,0,0,4,0.0,32.0
16,0,0,3,0.0,9.0
16,0,0,1,0.0,3.0
16,0,0,2,0.0,21.0
16,0,0,2,0.0,2.0
16,0,0,3,0.0,29.0
16,0,0,1,0.0,5.0
16,0,0,4,0.0,50.0
16,0,0,4,0.0,9.0
16,0,0,1,0.0,7.0
16,0,0,3,0.0,27.0
16,0,0,1,0.0,7.0
16,0,0,3,0.0,27.0
17,1,8,0,24.0,0.0
17,1,2,0,19.0,0.0
17,1,6,0,31.0,0.0
17,1,5,0,30.0,0.0
17,1,2,0,26.0,0.0
17,1,3,0,14.0,0.0
17,1,5,0,23.0,0.0
17,1,3,0,20.0,0.0
17,1,0,0,63.0,0.0
17,1,4,0,13.0,0.0
17,1,4,0,32.0,0.0
17,1,4,0,25.0,0.0
17,0,0,1,0.0,2.0
17,0,0,3,0.0,8.0
17,0,0,1,0.0,2.0
17,0,0,1,0.0,3.0
17,0,0,1,0.0,19.0
17,0,0,2,0.0,5.0
17,0,0,2,0.0,15.0
17,0,0,3,0.0,38.0
17,0,0,1,0.0,32.0
17,0,0,4,0.0,9.0
17,0,0,1,0.0,3.0
17,0,0,3,0.0,21.0
17,0,0,1,0.0,2.0
17,0,0,5,0.0,29.0
17,0,0,2,0.0,5.0
17,0,0,5,0.0,50.0
17,0,0,2,0.0,9.0
17,0,0,2,0.0,7.0
17,0,0,3,0.0,27.0
17,0,0,1,0.0,7.0
17,0,0,2,0.0,27.0
18,1,7,0,24.0,0.0
18,1,4,0,19.0,0.0
18,1,6,0,31.0,0.0
18,1,5,0,30.0,0.0
18,1,6,0,26.0,0.0
18,1,2,0,14.0,0.0
18,1,5,0,23.0,0.0
18,1,4,0,20.0,0.0
18,1,5,0,63.0,0.0
18,1,2,0,13.0,0.0
18,1,0,0,32.0,0.0
18,1,3,0,25.0,0.0
18,0,0,3,0.0,2.0
18,0,0,3,0.0,8.0
18,0,0,3,0.0,2.0
18,0,0,4,0.0,3.0
18,0,0,2,0.0,19.0
18,0,0,3,0.0,5.0
18,0,0,2,0.0,15.0
18,0,0,4,0.0,38.0
18,0,0,1,0.0,32.0
18,0,0,3,0.0,9.0
18,0,0,1,0.0,3.0
18,0,0,2,0.0,21.0
18,0,0,1,0.0,2.0
18,0,0,3,0.0,29.0
18,0,0,1,0.0,5.0
18,0,0,3,0.0,50.0
18,0,0,2,0.0,9.0
18,0,0,1,0.0,7.0
18,0,0,2,0.0,27.0
18,0,0,2,0.0,7.0
18,0,0,3,0.0,27.0
19,1,7,0,24.0,0.0
19,1,2,0,19.0,0.0
19,1,9,0,31.0,0.0
19,1,4,0,30.0,0.0
19,1,5,0,26.0,0.0
19,1,0,0,14.0,0.0
19,1,0,0,23.0,0.0
19,1,2,0,20.0,0.0
19,1,5,0,63.0,0.0
19,1,3,0,13.0,0.0
19,1,3,0,32.0,0.0
19,1,3,0,25.0,0.0
19,0,0,2,0.0,2.0
19,0,0,2,0.0,8.0
19,0,0,1,0.0,2.0
19,0,0,4,0.0,3.0
19,0,0,0,0.0,19.0
19,0,0,2,0.0,5.0
19,0,0,2,0.0,15.0
19,0,0,2,0.0,38.0
19,0,0,1,0.0,32.0
19,0,0,1,0.0,9.0
19,0,0,4,0.0,3.0
19,0,0,2,0.0,21.0
19,0,0,1,0.0,2.0
19,0,0,2,0.0,29.0
19,0,0,1,0.0,5.0
19,0,0,3,0.0,50.0
19,0,0,1,0.0,9.0
19,0,0,3,0.0,7.0
19,0,0,3,0.0,27.0
19,0,0,3,0.0,7.0
19,0,0,3,0.0,27.0
20,1,8,0,24.0,0.0
20,1,2,0,19.0,0.0
20,1,6,0,31.0,0.0
20,1,5,0,30.0,0.0
20,1,3,0,26.0,0.0
20,1,4,0,14.0,0.0
20,1,3,0,23.0,0.0
20,1,2,0,20.0,0.0
20,1,5,0,63.0,0.0
20,1,2,0,13.0,0.0
20,1,1,0,32.0,0.0
20,1,4,0,25.0,0.0
20,0,0,1,0.0,2.0
20,0,0,1,0.0,8.0
20,0,0,1,0.0,2.0
20,0,0,1,0.0,3.0
20,0,0,2,0.0,19.0
20,0,0,3,0.0,5.0
20,0,0,1,0.0,15.0
20,0,0,5,0.0,38.0
20,0,0,2,0.0,32.0
20,0,0,1,0.0,9.0
20,0,0,3,0.0,3.0
20,0,0,3,0.0,21.0
20,0,0,1,0.0,2.0
20,0,0,4,0.0,29.0
20,0,0,3,0.0,5.0
20,0,0,4,0.0,50.0
20,0,0,1,0.0,9.0
20,0,0,2,0.0,7.0
20,0,0,3,0.0,27.0
20,0,0,1,0.0,7.0
20,0,0,2,0.0,27.0
21,1,5,0,24.0,0.0
21,1,4,0,19.0,0.0
21,1,7,0,31.0,0.0
21,1,0,0,30.0,0.0
21,1,4,0,26.0,0.0
21,1,4,0,14.0,0.0
21,1,4,0,23.0,0.0
21,1,4,0,20.0,0.0
21,1,7,0,63.0,0.0
21,1,0,0,13.0,0.0
21,1,3,0,32.0,0.0
21,1,3,0,25.0,0.0
21,0,0,2,0.0,2.0
21,0,0,3,0.0,8.0
21,0,0,2,0.0,2.0
21,0,0,2,0.0,3.0
21,0,0,1,0.0,19.0
21,0,0,2,0.0,5.0
21,0,0,2,0.0,15.0
21,0,0,4,0.0,38.0
21,0,0,2,0.0,32.0
21,0,0,1,0.0,9.0
21,0,0,1,0.0,3.0
21,0,0,1,0.0,21.0
21,0,0,1,0.0,2.0
21,0,0,4,0.0,29.0
21,0,0,3,0.0,5.0
21,0,0,4,0.0,50.0
21,0,0,2,0.0,9.0
21,0,0,1,0.0,7.0
21,0,0,2,0.0,27.0
21,0,0,2,0.0,7.0
21,0,0,3,0.0,27.0
22,1,7,0,24.0,0.0
22,1,4,0,19.0,0.0
22,1,4,0,31.0,0.0
22,1,3,0,30.0,0.0
22,1,3,0,26.0,0.0
22,1,2,0,14.0,0.0
22,1,4,0,23.0,0.0
22,1,3,0,20.0,0.0
22,1,7,0,63.0,0.0
22,1,5,0,13.0,0.0
22,1,5,0,32.0,0.0
22,1,4,0,25.0,0.0
22,0,0,1,0.0,2.0
22,0,0,3,0.0,8.0
22,0,0,4,0.0,2.0
22,0,0,1,0.0,3.0
22,0,0,3,0.0,19.0
22,0,0,1,0.0,5.0
22,0,0,1,0.0,15.0
22,0,0,4,0.0,38.0
22,0,0,2,0.0,32.0
22,0,0,2,0.0,9.0
22,0,0,3,0.0,3.0
22,0,0,5,0.0,21.0
22,0,0,1,0.0,2.0
22,0,0,7,0.0,29.0
22,0,0,1,0.0,5.0
22,0,0,3,0.0,50.0
22,0,0,2,0.0,9.0
22,0,0,1,0.0,7.0
22,0,0,2,0.0,27.0
22,0,0,1,0.0,7.0
22,0,0,3,0.0,27.0
23,1,0,0,24.0,0.0
23,1,3,0,19.0,0.0
23,1,4,0,31.0,0.0
23,1,3,0,30.0,0.0
23,1,6,0,26.0,0.0
23,1,3,0,14.0,0.0
23,1,3,0,23.0,0.0
23,1,5,0,20.0,0.0
23,1,0,0,63.0,0.0
23,1,2,0,13.0,0.0
23,1,2,0,32.0,0.0
23,1,3,0,25.0,0.0
23,0,0,0,0.0,2.0
23,0,0,1,0.0,8.0
23,0,0,1,0.0,2.0
23,0,0,3,0.0,3.0
23,0,0,2,0.0,19.0
23,0,0,1,0.0,5.0
23,0,0,2,0.0,15.0
23,0,0,3,0.0,38.0
23,0,0,0,0.0,32.0
23,0,0,1,0.0,9.0
23,0,0,1,0.0,3.0
23,0,0,2,0.0,21.0
23,0,0,1,0.0,2.0
23,0,0,3,0.0,29.0
23,0,0,1,0.0,5.0
23,0,0,5,0.0,50.0
23,0,0,0,0.0,9.0
23,0,0,2,0.0,7.0
23,0,0,2,0.0,27.0
23,0,0,2,0.0,7.0
23,0,0,1,0.0,27.0
24,1,5,0,24.0,0.0
24,1,3,0,19.0,0.0
24,1,4,0,31.0,0.0
24,1,3,0,30.0,0.0
24,1,2,0,26.0,0.0
24,1,3,0,14.0,0.0
24,1,4,0,23.0,0.0
24,1,2,0,20.0,0.0
24,1,5,0,63.0,0.0
24,1,5,0,13.0,0.0
24,1,3,0,32.0,0.0
24,1,3,0,25.0,0.0
24,0,0,1,0.0,2.0
24,0,0,3,0.0,8.0
24,0,0,1,0.0,2.0
24,0,0,2,0.0,3.0
24,0,0,1,0.0,19.0
24,0,0,3,0.0,5.0
24,0,0,4,0.0,15.0
24,0,0,3,0.0,38.0
24,0,0,1,0.0,32.0
24,0,0,2,0.0,9.0
24,0,0,2,0.0,3.0
24,0,0,2,0.0,21.0
24,0,0,1,0.0,2.0
24,0,0,4,0.0,29.0
24,0,0,1,0.0,5.0
24,0,0,3,0.0,50.0
24,0,0,1,0.0,9.0
24,0,0,1,0.0,7.0
24,0,0,3,0.0,27.0
24,0,0,1,0.0,7.0
24,0,0,2,0.0,27.0
25,1,6,0,24.0,0.0
25,1,6,0,19.0,0.0
25,1,6,0,31.0,0.0
25,1,5,0,30.0,0.0
25,1,4,0,26.0,0.0
25,1,2,0,14.0,0.0
25,1,4,0,23.0,0.0
25,1,3,0,20.0,0.0
25,1,5,0,63.0,0.0
25,1,2,0,13.0,0.0
25,1,1,0,32.0,0.0
25,1,5,0,25.0,0.0
25,0,0,2,0.0,2.0
25,0,0,1,0.0,8.0
25,0,0,1,0.0,2.0
25,0,0,1,0.0,3.0
25,0,0,2,0.0,19.0
25,0,0,2,0.0,5.0
25,0,0,2,0.0,15.0
25,0,0,3,0.0,38.0
25,0,0,3,0.0,32.0
25,0,0,2,0.0,9.0
25,0,0,2,0.0,3.0
25,0,0,2,0.0,21.0
25,0,0,1,0.0,2.0
25,0,0,5,0.0,29.0
25,0,0,2,0.0,5.0
25,0,0,3,0.0,50.0
25,0,0,2,0.0,9.0
25,0,0,3,0.0,7.0
25,0,0,3,0.0,27.0
25,0,0,3,0.0,7.0
25,0,0,4,0.0,27.0
26,1,6,0,24.0,0.0
26,1,3,0,19.0,0.0
26,1,6,0,31.0,0.0
26,1,6,0,30.0,0.0
26,1,2,0,26.0,0.0
26,1,5,0,14.0,0.0
26,1,3,0,23.0,0.0
26,1,3,0,20.0,0.0
26,1,5,0,63.0,0.0
26,1,4,0,13.0,0.0
26,1,0,0,32.0,0.0
26,1,3,0,25.0,0.0
26,0,0,2,0.0,2.0
26,0,0,1,0.0,8.0
